method,model,L,codec_setting,sample_id,wer_vs_gt,cer_vs_gt,wer_vs_original_whisper,cer_vs_original_whisper,hypothesis_text,decoded_path,transcript_path
scit_base,scit_base,1,L=1,1737-148989-0006,0.5161290322580645,0.25,0.5161290322580645,0.25,"Fans kept the table busy with this varying message, not saying loving letters from white sick and tongue who asked the shifting agents for names. Even busy child wrote them unusual words.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L1\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=1\1737-148989-0006.txt
scit_base,scit_base,2,L=2,1737-148989-0006,0.25806451612903225,0.1111111111111111,0.25806451612903225,0.1111111111111111,"found strict the table busy with his varying messages, Matt sent loving letters from Leipzig, and Tom harassed the shipping agents for news. He'd been busy Jackworth them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L2\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=2\1737-148989-0006.txt
scit_base,scit_base,3,L=3,1737-148989-0006,0.25806451612903225,0.11666666666666667,0.25806451612903225,0.11666666666666667,"Fraunz kept the cable busy with his varying messages, Nat sent loving writers from Glite sick, and Tom harassed the shipping agents for news. He'd been busy Jackworth them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L3\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=3\1737-148989-0006.txt
scit_lca,scit_lca,1,L=1,1737-148989-0006,0.41935483870967744,0.2222222222222222,0.41935483870967744,0.2222222222222222,"Fans kept the table busy with his varying messages, Matt set loving letters for light safe, and twelve last shipping agents for news. He didn't busy Jack wrote them with unusual works.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L1\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=1\1737-148989-0006.txt
scit_lca,scit_lca,2,L=2,1737-148989-0006,0.16129032258064516,0.08888888888888889,0.16129032258064516,0.08888888888888889,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Trump rastes shipping agents for news. Eden Bissie Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L2\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=2\1737-148989-0006.txt
scit_lca,scit_lca,3,L=3,1737-148989-0006,0.06451612903225806,0.044444444444444446,0.06451612903225806,0.044444444444444446,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom rastes shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L3\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=3\1737-148989-0006.txt
pcm,pcm_16bit_16khz,,16bit_16khz_passthrough,1737-148989-0006,0.0,0.0,0.0,0.0,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\pcm\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\pcm\16bit_16khz_passthrough\1737-148989-0006.txt
encodec,encodec_24khz,2,bw1.5kbps_n_cb2,1737-148989-0006,0.06451612903225806,0.044444444444444446,0.06451612903225806,0.044444444444444446,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Light Sick, and Tom harassed the shipping agents for news. Even busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw1.5kbps\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw1.5kbps_n_cb2\1737-148989-0006.txt
encodec,encodec_24khz,4,bw3.0kbps_n_cb4,1737-148989-0006,0.0,0.0,0.0,0.0,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw3.0kbps\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw3.0kbps_n_cb4\1737-148989-0006.txt
encodec,encodec_24khz,8,bw6.0kbps_n_cb8,1737-148989-0006,0.0,0.0,0.0,0.0,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw6.0kbps\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw6.0kbps_n_cb8\1737-148989-0006.txt
encodec,encodec_24khz,16,bw12.0kbps_n_cb16,1737-148989-0006,0.0,0.0,0.0,0.0,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw12.0kbps\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw12.0kbps_n_cb16\1737-148989-0006.txt
dac,dac_16khz,1,n_q_1,1737-148989-0006,0.967741935483871,0.6277777777777778,0.967741935483871,0.6277777777777778,"Fast-nipped table, basic, stability, and necessities. That's it, money, money, money. It's all the last situations for me. It's the most exact part of the visual part.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q1\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_1\1737-148989-0006.txt
dac,dac_16khz,2,n_q_2,1737-148989-0006,0.45161290322580644,0.25555555555555554,0.45161290322580644,0.25555555555555554,"files kept the table busy with his varying messages, and set bloody letters from light sick, and Tom rusted shipping agents for news. You think busy Jack wrote them with a usual book?",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q2\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_2\1737-148989-0006.txt
dac,dac_16khz,3,n_q_3,1737-148989-0006,0.0967741935483871,0.05555555555555555,0.0967741935483871,0.05555555555555555,"Franz kept the cable busy with his varying messages, nad sent lovely letters from Leipzig, and Tom rest the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q3\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_3\1737-148989-0006.txt
dac,dac_16khz,4,n_q_4,1737-148989-0006,0.0,0.0,0.0,0.0,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q4\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_4\1737-148989-0006.txt
dac,dac_16khz,6,n_q_6,1737-148989-0006,0.03225806451612903,0.022222222222222223,0.03225806451612903,0.022222222222222223,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom wrested the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q6\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_6\1737-148989-0006.txt
dac,dac_16khz,9,n_q_9,1737-148989-0006,0.0,0.0,0.0,0.0,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q9\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_9\1737-148989-0006.txt
dac,dac_16khz,12,n_q_12,1737-148989-0006,0.0,0.0,0.0,0.0,"Franz kept the cable busy with his varying messages, Nat sent loving letters from Leipzig, and Tom harassed the shipping agents for news. Even Busy Jack wrote them with unusual warmth.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q12\1737-148989-0006.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_12\1737-148989-0006.txt
scit_base,scit_base,1,L=1,1455-138263-0040,0.36585365853658536,0.23555555555555555,0.3902439024390244,0.26851851851851855,"Let's get cold quickly. Because West Trammable, then the murdering ocean of the moon upon her axis was not equal to a revelation of her quality, which presents each territory of her gift during fifteen days to the action of the Solar West.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L1\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=1\1455-138263-0040.txt
scit_base,scit_base,2,L=2,1455-138263-0040,0.12195121951219512,0.07111111111111111,0.14634146341463414,0.09259259259259259,"V. McColl quickly. Because most probably, then the rotary motion of the moon upon her axis was not equal to a revolution, an equality which presents each part of her disk during fifteen days to the action of the solar waste.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L2\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=2\1455-138263-0040.txt
scit_base,scit_base,3,L=3,1455-138263-0040,0.12195121951219512,0.05333333333333334,0.12195121951219512,0.06944444444444445,"Yes, Nicole, quickly. Because most probably, then the rotary motion of the moon upon her axis was not equal to her revolution, an equality which presents each part of her disk during fifteen days to the action of the solarized.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L3\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=3\1455-138263-0040.txt
scit_lca,scit_lca,1,L=1,1455-138263-0040,0.36585365853658536,0.2088888888888889,0.3170731707317073,0.16666666666666666,"That's Nicole quickly. Because most probably, then a reverie notion of the new economic on her axis was not equal to her revolution, an equality in which presents each part of her fist during 15 days to be action for the solo ads.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L1\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=1\1455-138263-0040.txt
scit_lca,scit_lca,2,L=2,1455-138263-0040,0.17073170731707318,0.13777777777777778,0.12195121951219512,0.09259259259259259,"That's Nicole quickly. Because most probably, then the murdering ocean of the moon upon her axis was not equal to her revolution, an equality which presents each part of her disk during 15 days to the action of the solar ice.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L2\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=2\1455-138263-0040.txt
scit_lca,scit_lca,3,L=3,1455-138263-0040,0.12195121951219512,0.08,0.12195121951219512,0.09722222222222222,"That's Nicole quickly. Because most probably, then the rivering ocean of the moon upon her axis was not equal to her revolution, an equality which presents each part of her disk during fifteen days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L3\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=3\1455-138263-0040.txt
pcm,pcm_16bit_16khz,,16bit_16khz_passthrough,1455-138263-0040,0.07317073170731707,0.05333333333333334,0.0,0.0,"As Nicole quickly, because most probably then the rotary motion of the moon upon her axis was not equal to her revolution, an equality which presents each part of her disc during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\pcm\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\pcm\16bit_16khz_passthrough\1455-138263-0040.txt
encodec,encodec_24khz,2,bw1.5kbps_n_cb2,1455-138263-0040,0.0975609756097561,0.06222222222222222,0.024390243902439025,0.009259259259259259,"As Nicole quickly, because most probably, then the rotary motion of the moon upon her axis was not equal to her revolution, an equality which presents each part of her disc during 15 days to the action of the solar res.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw1.5kbps\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw1.5kbps_n_cb2\1455-138263-0040.txt
encodec,encodec_24khz,4,bw3.0kbps_n_cb4,1455-138263-0040,0.14634146341463414,0.07555555555555556,0.0975609756097561,0.027777777777777776,"That's Nicole quickly. Because most probably, then the rotary motion of the moon upon her axis was not equal to her revolution and a quality which presents each part of her disc during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw3.0kbps\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw3.0kbps_n_cb4\1455-138263-0040.txt
encodec,encodec_24khz,8,bw6.0kbps_n_cb8,1455-138263-0040,0.14634146341463414,0.06666666666666667,0.07317073170731707,0.013888888888888888,"As Nicole quickly, because most probably then the rotary motion of the moon upon her axis was not equal to her revolution and a quality which presents each part of her disc during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw6.0kbps\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw6.0kbps_n_cb8\1455-138263-0040.txt
encodec,encodec_24khz,16,bw12.0kbps_n_cb16,1455-138263-0040,0.0975609756097561,0.06666666666666667,0.024390243902439025,0.013888888888888888,"As Nicole quickly, because most probably then the rotary motion of the moon upon her axis was not equal to her revolution, an equality which presents each part of her disc during 15 days to the action of the solar rise.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw12.0kbps\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw12.0kbps_n_cb16\1455-138263-0040.txt
dac,dac_16khz,1,n_q_1,1455-138263-0040,0.926829268292683,0.8266666666666667,0.926829268292683,0.8240740740740741,That's important quickly. We contrast most probably the earlier,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q1\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_1\1455-138263-0040.txt
dac,dac_16khz,2,n_q_2,1455-138263-0040,0.3170731707317073,0.16444444444444445,0.2682926829268293,0.12962962962962962,"I guess Nicole quickly. Because noise probably, then the rotary motion of the moon, from her axis, was not equal to her revolution. And the polity, which presents each part of her disk during 15 days of the adoption of the solar waste.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q2\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_2\1455-138263-0040.txt
dac,dac_16khz,3,n_q_3,1455-138263-0040,0.24390243902439024,0.09777777777777778,0.21951219512195122,0.07407407407407407,"I asked Nicole quickly, because most probably then the run of re-motion of the moon upon her axis was not equal to her revolution and a quality which presents each part of her disk during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q3\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_3\1455-138263-0040.txt
dac,dac_16khz,4,n_q_4,1455-138263-0040,0.14634146341463414,0.07111111111111111,0.07317073170731707,0.018518518518518517,"As Nicole quickly, because most probably then the rotary motion of the moon upon her axis was not equal to her revolution and the quality which presents each part of her disc during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q4\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_4\1455-138263-0040.txt
dac,dac_16khz,6,n_q_6,1455-138263-0040,0.17073170731707318,0.07555555555555556,0.12195121951219512,0.027777777777777776,"Yes, Nicole quickly. Because most probably, then the rotary motion of the moon upon her axis was not equal to her revolution, and a quality which presents each part of her disk during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q6\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_6\1455-138263-0040.txt
dac,dac_16khz,9,n_q_9,1455-138263-0040,0.07317073170731707,0.05333333333333334,0.0,0.0,"As Nicole quickly, because most probably, then the rotary motion of the moon upon her axis was not equal to her revolution, an equality which presents each part of her disc during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q9\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_9\1455-138263-0040.txt
dac,dac_16khz,12,n_q_12,1455-138263-0040,0.0975609756097561,0.06666666666666667,0.024390243902439025,0.013888888888888888,"As Nicole quickly, because most probably then the rotary motion of the moon upon her axis was not equal to a revolution, an equality which presents each part of her disc during 15 days to the action of the solar rays.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q12\1455-138263-0040.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_12\1455-138263-0040.txt
scit_base,scit_base,1,L=1,311-124404-0119,0.7777777777777778,0.42424242424242425,0.7777777777777778,0.42424242424242425,The dourish mode that is more powerful in leading to people who I had to stray from the street by the searching.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L1\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=1\311-124404-0119.txt
scit_base,scit_base,2,L=2,311-124404-0119,0.4444444444444444,0.1919191919191919,0.4444444444444444,0.1919191919191919,There is no that is more powerful in leading people why it's a stray from a street path of virtue.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L2\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=2\311-124404-0119.txt
scit_base,scit_base,3,L=3,311-124404-0119,0.16666666666666666,0.09090909090909091,0.16666666666666666,0.09090909090909091,There is no that is more powerful in leading to feeble minds astray from the street path of virtue.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L3\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=3\311-124404-0119.txt
scit_lca,scit_lca,1,L=1,311-124404-0119,0.5555555555555556,0.32323232323232326,0.5555555555555556,0.32323232323232326,There is no difference in leading the feeble lines of stray from the stray path of virtue.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L1\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=1\311-124404-0119.txt
scit_lca,scit_lca,2,L=2,311-124404-0119,0.16666666666666666,0.10101010101010101,0.16666666666666666,0.10101010101010101,There is no more powerful in leading feeble minds astray from the straight path of virtue.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L2\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=2\311-124404-0119.txt
scit_lca,scit_lca,3,L=3,311-124404-0119,0.05555555555555555,0.020202020202020204,0.05555555555555555,0.020202020202020204,There is no that is more powerful in leading feeble minds astray from the straight path of virtue.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L3\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=3\311-124404-0119.txt
pcm,pcm_16bit_16khz,,16bit_16khz_passthrough,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\pcm\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\pcm\16bit_16khz_passthrough\311-124404-0119.txt
encodec,encodec_24khz,2,bw1.5kbps_n_cb2,311-124404-0119,0.4444444444444444,0.1919191919191919,0.4444444444444444,0.1919191919191919,There is no more powerful in leading a feeble mind to stray from a straight path of virtue.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw1.5kbps\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw1.5kbps_n_cb2\311-124404-0119.txt
encodec,encodec_24khz,4,bw3.0kbps_n_cb4,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw3.0kbps\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw3.0kbps_n_cb4\311-124404-0119.txt
encodec,encodec_24khz,8,bw6.0kbps_n_cb8,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw6.0kbps\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw6.0kbps_n_cb8\311-124404-0119.txt
encodec,encodec_24khz,16,bw12.0kbps_n_cb16,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw12.0kbps\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw12.0kbps_n_cb16\311-124404-0119.txt
dac,dac_16khz,1,n_q_1,311-124404-0119,1.1666666666666667,0.7878787878787878,1.1666666666666667,0.7878787878787878,"You're actually not taking your prayer from the kingdom, you're not in this trade, in this trade, it's not the fact that...",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q1\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_1\311-124404-0119.txt
dac,dac_16khz,2,n_q_2,311-124404-0119,0.16666666666666666,0.050505050505050504,0.16666666666666666,0.050505050505050504,There is not that is more powerful including feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q2\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_2\311-124404-0119.txt
dac,dac_16khz,3,n_q_3,311-124404-0119,0.05555555555555555,0.020202020202020204,0.05555555555555555,0.020202020202020204,There is none that is more powerful in leading feeble lines astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q3\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_3\311-124404-0119.txt
dac,dac_16khz,4,n_q_4,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q4\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_4\311-124404-0119.txt
dac,dac_16khz,6,n_q_6,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q6\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_6\311-124404-0119.txt
dac,dac_16khz,9,n_q_9,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q9\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_9\311-124404-0119.txt
dac,dac_16khz,12,n_q_12,311-124404-0119,0.0,0.0,0.0,0.0,There is none that is more powerful in leading feeble minds astray from the straight path of virtue,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\dac\n_q12\311-124404-0119.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\dac\n_q_12\311-124404-0119.txt
scit_base,scit_base,1,L=1,4680-16026-0019,0.42857142857142855,0.13793103448275862,0.125,0.06451612903225806,"You know well, then I am no fool.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L1\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=1\4680-16026-0019.txt
scit_base,scit_base,2,L=2,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L2\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=2\4680-16026-0019.txt
scit_base,scit_base,3,L=3,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_base\L3\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_base\L=3\4680-16026-0019.txt
scit_lca,scit_lca,1,L=1,4680-16026-0019,0.8571428571428571,0.5172413793103449,0.75,0.5161290322580645,"You know what, I know that I know full.",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L1\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=1\4680-16026-0019.txt
scit_lca,scit_lca,2,L=2,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L2\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=2\4680-16026-0019.txt
scit_lca,scit_lca,3,L=3,4680-16026-0019,0.42857142857142855,0.13793103448275862,0.125,0.06451612903225806,"You know well, then I am no fool",output\experiments\exp4_baseline_comparison_20260531_seed42\samples\scit_lca\L3\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\scit_lca\L=3\4680-16026-0019.txt
pcm,pcm_16bit_16khz,,16bit_16khz_passthrough,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\pcm\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\pcm\16bit_16khz_passthrough\4680-16026-0019.txt
encodec,encodec_24khz,2,bw1.5kbps_n_cb2,4680-16026-0019,1.0,0.5172413793103449,0.625,0.41935483870967744,in a while that I am not full.,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw1.5kbps\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw1.5kbps_n_cb2\4680-16026-0019.txt
encodec,encodec_24khz,4,bw3.0kbps_n_cb4,4680-16026-0019,0.2857142857142857,0.06896551724137931,0.0,0.0,You know well that I am no fool,output\experiments\exp4_baseline_comparison_20260531_seed42\samples\encodec\bw3.0kbps\4680-16026-0019.wav,output\experiments\exp4_baseline_comparison_20260531_seed42\artifacts\asr_transcripts\encodec\bw3.0kbps_n_cb4\4680-16026-0019.txt
