split,condition,L,sample_id,base_wer,lca_wer,delta_wer,utt_words,utt_len_bin,original_whisper_wer,ground_truth,original_whisper
perturbed,dropout-high,1,1188-133604-0009,0.2142857142857142,0.3142857142857143,0.10000000000000009,70,"[40,inf)",0.02857142857142857,NOW YOU WILL SEE IN THESE STUDIES THAT THE MOMENT THE WHITE IS INCLOSED PROPERLY AND HARMONIZED WITH THE OTHER HUES IT BECOMES SOMEHOW MORE PRECIOUS AND PEARLY THAN THE WHITE PAPER AND THAT I AM NOT AFRAID TO LEAVE A WHOLE FIELD OF UNTREATED WHITE PAPER ALL ROUND IT BEING SURE THAT EVEN THE LITTLE DIAMONDS IN THE ROUND WINDOW WILL TELL AS JEWELS IF THEY ARE GRADATED JUSTLY,"Now you will see in these studies that the moment the white is enclosed properly and harmonized with the other hues, it becomes somehow more precious and pearly than the white paper. And then I am not afraid to leave a whole field of untreated white paper all round it, being sure that even the little diamonds in the round window will tell as jewels if they are gradated justly."
perturbed,dropout-high,1,1089-134686-0024,0.1333333333333333,0.2333333333333333,0.1,30,"[20,40)",0.0,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,"If the wine change into vinegar and the host crumble into corruption after they have been consecrated, is Jesus Christ still present under their species as God and as man?"
perturbed,dropout-high,2,1089-134686-0024,0.0666666666666666,0.1666666666666666,0.1,30,"[20,40)",0.0,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,"If the wine change into vinegar and the host crumble into corruption after they have been consecrated, is Jesus Christ still present under their species as God and as man?"
perturbed,substitution-high,1,1188-133604-0031,0.5,0.6,0.09999999999999998,10,"[10,20)",0.0,THERE'S ONE AND THERE'S ANOTHER THE DUDLEY AND THE FLINT,There's one and there's another the Dudley and the Flint
perturbed,substitution-high,1,1188-133604-0004,0.15625,0.25,0.09375,32,"[20,40)",0.0,SOME OF THE TOUCHES INDEED WHEN THE TINT HAS BEEN MIXED WITH MUCH WATER HAVE BEEN LAID IN LITTLE DROPS OR PONDS SO THAT THE PIGMENT MIGHT CRYSTALLIZE HARD AT THE EDGE,"Some of the touches, indeed, when the tint has been mixed with much water, have been laid in little drops or ponds, so that the pigment might crystallize hard at the edge."
perturbed,substitution-high,1,1089-134691-0025,0.1363636363636363,0.2272727272727272,0.09090909090909091,22,"[20,40)",0.09090909090909091,A MOMENT BEFORE THE GHOST OF THE ANCIENT KINGDOM OF THE DANES HAD LOOKED FORTH THROUGH THE VESTURE OF THE HAZEWRAPPED CITY,A moment before the ghost of the ancient kingdom of the Danes had looked forth through the vesture of the haze-wrapped city.
perturbed,substitution-high,2,1188-133604-0028,0.1363636363636363,0.2272727272727272,0.09090909090909091,44,"[40,inf)",0.0,WELL THEN LAST HERE IS TURNER'S GREEK SCHOOL OF THE HIGHEST CLASS AND YOU DEFINE HIS ART ABSOLUTELY AS FIRST THE DISPLAYING INTENSELY AND WITH THE STERNEST INTELLECT OF NATURAL FORM AS IT IS AND THEN THE ENVELOPMENT OF IT WITH CLOUD AND FIRE,"Well, then last, here is Turner's Greek School of the Highest Class, and you define his art absolutely as first the displaying intensely and with the sternest intellect of natural form as it is, and then the envelopment of it with cloud and fire."
perturbed,dropout-high,2,1089-134691-0025,0.0909090909090909,0.1818181818181818,0.0909090909090909,22,"[20,40)",0.09090909090909091,A MOMENT BEFORE THE GHOST OF THE ANCIENT KINGDOM OF THE DANES HAD LOOKED FORTH THROUGH THE VESTURE OF THE HAZEWRAPPED CITY,A moment before the ghost of the ancient kingdom of the Danes had looked forth through the vesture of the haze-wrapped city.
perturbed,dropout-high,3,1188-133604-0023,0.0350877192982456,0.1228070175438596,0.087719298245614,57,"[40,inf)",0.017543859649122806,THE COLORIST SAYS FIRST OF ALL AS MY DELICIOUS PAROQUET WAS RUBY SO THIS NASTY VIPER SHALL BE BLACK AND THEN IS THE QUESTION CAN I ROUND HIM OFF EVEN THOUGH HE IS BLACK AND MAKE HIM SLIMY AND YET SPRINGY AND CLOSE DOWN CLOTTED LIKE A POOL OF BLACK BLOOD ON THE EARTH ALL THE SAME,"The colorist says, first of all, as my delicious parake was ruby, so this nasty viper shall be black. And then is the question, can I round him off, even though he is black, and make him slimy, and yet springy and close down, clotted like a pool of black blood on the earth, all the same?"
perturbed,substitution-high,3,1188-133604-0023,0.1228070175438596,0.2105263157894736,0.08771929824561399,57,"[40,inf)",0.017543859649122806,THE COLORIST SAYS FIRST OF ALL AS MY DELICIOUS PAROQUET WAS RUBY SO THIS NASTY VIPER SHALL BE BLACK AND THEN IS THE QUESTION CAN I ROUND HIM OFF EVEN THOUGH HE IS BLACK AND MAKE HIM SLIMY AND YET SPRINGY AND CLOSE DOWN CLOTTED LIKE A POOL OF BLACK BLOOD ON THE EARTH ALL THE SAME,"The colorist says, first of all, as my delicious parake was ruby, so this nasty viper shall be black. And then is the question, can I round him off, even though he is black, and make him slimy, and yet springy and close down, clotted like a pool of black blood on the earth, all the same?"
perturbed,dropout-high,1,1089-134686-0023,0.1944444444444444,0.2777777777777778,0.0833333333333334,36,"[20,40)",0.0,WHY WAS THE SACRAMENT OF THE EUCHARIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE,"Why was the sacrament of the Eucharist instituted under the two species of bread and wine if Jesus Christ be present, body and blood, soul and divinity in the bread alone and in the wine alone?"
perturbed,dropout-high,2,1188-133604-0014,0.0,0.0833333333333333,0.0833333333333333,12,"[10,20)",0.0,DO NOT THEREFORE THINK THAT THE GOTHIC SCHOOL IS AN EASY ONE,"Do not, therefore, think that the Gothic school is an easy one."
perturbed,dropout-high,3,1188-133604-0021,0.0833333333333333,0.1666666666666666,0.0833333333333333,36,"[20,40)",0.027777777777777776,IT WILL BE WHOLLY IMPOSSIBLE FOR YOU TO RETAIN THE TRANQUILLITY OF TEMPER AND FELICITY OF FAITH NECESSARY FOR NOBLE PURIST PAINTING UNLESS YOU ARE ACTIVELY ENGAGED IN PROMOTING THE FELICITY AND PEACE OF PRACTICAL LIFE,It will be wholly impossible for you to retain the tranquility of temper and felicity of faith necessary for noble purist painting unless you are actively engaged in promoting the felicity and peace of practical life.
perturbed,dropout-high,1,1089-134686-0006,0.0833333333333333,0.1666666666666666,0.0833333333333333,24,"[20,40)",0.08333333333333333,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,"The dull light fell more faintly upon the page, where on another equation began to unfold itself slowly, and to spread abroad its widening tail."
perturbed,substitution-high,3,1188-133604-0027,0.125,0.2083333333333333,0.08333333333333329,24,"[20,40)",0.08333333333333333,NOW HERE IS RAPHAEL EXACTLY BETWEEN THE TWO TREES STILL DRAWN LEAF BY LEAF WHOLLY FORMAL BUT BEAUTIFUL MIST COMING GRADUALLY INTO THE DISTANCE,"Now here is Raphael. Exactly between the two, trees still drawn leaf by leaf, wholly formal, but beautiful mist come in gradually into the distance."
perturbed,dropout-high,1,1188-133604-0020,0.2,0.28,0.08000000000000002,25,"[20,40)",0.0,BUT OBSERVE YOU CAN ONLY DO THIS ON ONE CONDITION THAT OF STRIVING ALSO TO CREATE IN REALITY THE BEAUTY WHICH YOU SEEK IN IMAGINATION,"But observe, you can only do this on one condition, that of striving also to create in reality the beauty which you seek in imagination."
perturbed,substitution-high,2,1188-133604-0012,0.0789473684210526,0.1578947368421052,0.0789473684210526,38,"[20,40)",0.02631578947368421,IT MAY BE THAT A GREAT COLORIST WILL USE HIS UTMOST FORCE OF COLOR AS A SINGER HIS FULL POWER OF VOICE BUT LOUD OR LOW THE VIRTUE IS IN BOTH CASES ALWAYS IN REFINEMENT NEVER IN LOUDNESS,"It may be that a great colorless will use his utmost force of color as a singer his full power of voice. But loud or low, the virtue is in both cases always in refinement, never in loudness."
perturbed,dropout-high,1,1089-134691-0005,0.2307692307692307,0.3076923076923077,0.07692307692307701,13,"[10,20)",0.07692307692307693,WHOSE FEET ARE AS THE FEET OF HARTS AND UNDERNEATH THE EVERLASTING ARMS,whose feet are as the feet of hearts and underneath the everlasting arms.
perturbed,substitution-high,2,1089-134686-0011,0.0769230769230769,0.1538461538461538,0.0769230769230769,39,"[20,40)",0.02564102564102564,ON SATURDAY MORNINGS WHEN THE SODALITY MET IN THE CHAPEL TO RECITE THE LITTLE OFFICE HIS PLACE WAS A CUSHIONED KNEELING DESK AT THE RIGHT OF THE ALTAR FROM WHICH HE LED HIS WING OF BOYS THROUGH THE RESPONSES,"On Saturday mornings, when the sollity met in the chapel to recite the little office, his place was a cushioned kneeling desk at the right of the altar from which he led his wing of boys through the responses."
perturbed,substitution-high,1,1188-133604-0009,0.3285714285714285,0.4,0.07142857142857151,70,"[40,inf)",0.02857142857142857,NOW YOU WILL SEE IN THESE STUDIES THAT THE MOMENT THE WHITE IS INCLOSED PROPERLY AND HARMONIZED WITH THE OTHER HUES IT BECOMES SOMEHOW MORE PRECIOUS AND PEARLY THAN THE WHITE PAPER AND THAT I AM NOT AFRAID TO LEAVE A WHOLE FIELD OF UNTREATED WHITE PAPER ALL ROUND IT BEING SURE THAT EVEN THE LITTLE DIAMONDS IN THE ROUND WINDOW WILL TELL AS JEWELS IF THEY ARE GRADATED JUSTLY,"Now you will see in these studies that the moment the white is enclosed properly and harmonized with the other hues, it becomes somehow more precious and pearly than the white paper. And then I am not afraid to leave a whole field of untreated white paper all round it, being sure that even the little diamonds in the round window will tell as jewels if they are gradated justly."
perturbed,dropout-high,3,1089-134686-0015,0.0,0.0714285714285714,0.0714285714285714,14,"[10,20)",0.0,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,but the dusk deepening in the schoolroom covered over his thoughts. The bell rang.
perturbed,dropout-high,2,1188-133604-0007,0.0697674418604651,0.1395348837209302,0.0697674418604651,43,"[40,inf)",0.06976744186046512,THE BROWN GROUND BENEATH IS LEFT FOR THE MOST PART ONE TOUCH OF BLACK IS PUT FOR THE HOLLOW TWO DELICATE LINES OF DARK GRAY DEFINE THE OUTER CURVE AND ONE LITTLE QUIVERING TOUCH OF WHITE DRAWS THE INNER EDGE OF THE MANDIBLE,"The brown ground beneath is left for the most part. One touch of black is put for the hollow, two delicate lines of dark grey to find the outer curve, and one little quivering touch of white draws the inner edge of the mandible."
perturbed,dropout-high,2,1188-133604-0005,0.0689655172413793,0.1379310344827586,0.0689655172413793,29,"[20,40)",0.10344827586206896,IT IS THE HEAD OF A PARROT WITH A LITTLE FLOWER IN HIS BEAK FROM A PICTURE OF CARPACCIO'S ONE OF HIS SERIES OF THE LIFE OF SAINT GEORGE,He does the head of a parrot with a little flower in his beak from a picture of Carpaccio's. One of his series of The Life of St. George.
perturbed,substitution-high,3,1188-133604-0008,0.0862068965517241,0.1551724137931034,0.0689655172413793,58,"[40,inf)",0.017241379310344827,FOR BELIEVE ME THE FINAL PHILOSOPHY OF ART CAN ONLY RATIFY THEIR OPINION THAT THE BEAUTY OF A COCK ROBIN IS TO BE RED AND OF A GRASS PLOT TO BE GREEN AND THE BEST SKILL OF ART IS IN INSTANTLY SEIZING ON THE MANIFOLD DELICIOUSNESS OF LIGHT WHICH YOU CAN ONLY SEIZE BY PRECISION OF INSTANTANEOUS TOUCH,"For, believe me, the final philosophy of art can only ratify their opinion that the beauty of a cock robin is to be red, and of a grass-plot to be green, and the best skill of art is an instantly seizing on the manifold deliciousness of light, which you can only seize by precision of instantaneous touch."
perturbed,substitution-high,3,1188-133604-0022,0.0,0.0689655172413793,0.0689655172413793,29,"[20,40)",0.0,YOU MUST LOOK AT HIM IN THE FACE FIGHT HIM CONQUER HIM WITH WHAT SCATHE YOU MAY YOU NEED NOT THINK TO KEEP OUT OF THE WAY OF HIM,"You must look at him in the face. Fight him. Conquer him. With what scathe you may, you need not think to keep out of the way of him."
perturbed,substitution-high,3,1188-133604-0028,0.1818181818181818,0.25,0.0681818181818182,44,"[40,inf)",0.0,WELL THEN LAST HERE IS TURNER'S GREEK SCHOOL OF THE HIGHEST CLASS AND YOU DEFINE HIS ART ABSOLUTELY AS FIRST THE DISPLAYING INTENSELY AND WITH THE STERNEST INTELLECT OF NATURAL FORM AS IT IS AND THEN THE ENVELOPMENT OF IT WITH CLOUD AND FIRE,"Well, then last, here is Turner's Greek School of the Highest Class, and you define his art absolutely as first the displaying intensely and with the sternest intellect of natural form as it is, and then the envelopment of it with cloud and fire."
perturbed,dropout-high,3,1188-133604-0010,0.0666666666666666,0.1333333333333333,0.06666666666666671,15,"[10,20)",0.0,BUT IN THIS VIGNETTE COPIED FROM TURNER YOU HAVE THE TWO PRINCIPLES BROUGHT OUT PERFECTLY,"But in this vignette, copied from Turner, you have the two principles brought out perfectly."
perturbed,dropout-high,1,1089-134691-0022,0.0666666666666666,0.1333333333333333,0.06666666666666671,15,"[10,20)",0.0,HE STOOD STILL IN DEFERENCE TO THEIR CALLS AND PARRIED THEIR BANTER WITH EASY WORDS,He stood still in deference to their calls and parried their banter with easy words.
perturbed,dropout-high,3,1089-134691-0022,0.0,0.0666666666666666,0.0666666666666666,15,"[10,20)",0.0,HE STOOD STILL IN DEFERENCE TO THEIR CALLS AND PARRIED THEIR BANTER WITH EASY WORDS,He stood still in deference to their calls and parried their banter with easy words.
perturbed,substitution-high,3,1188-133604-0033,0.0,0.0666666666666666,0.0666666666666666,15,"[10,20)",0.0,EVERY PLANT IN THE GRASS IS SET FORMALLY GROWS PERFECTLY AND MAY BE REALIZED COMPLETELY,"Every plant in the grass is set formally, grows perfectly, and may be realized completely."
perturbed,substitution-high,3,1188-133604-0017,0.0,0.0666666666666666,0.0666666666666666,15,"[10,20)",0.0,THAT A STYLE IS RESTRAINED OR SEVERE DOES NOT MEAN THAT IT IS ALSO ERRONEOUS,That a style is restrained or severe does not mean that it is also erroneous.
perturbed,substitution-high,1,1188-133604-0033,0.2,0.2666666666666666,0.0666666666666666,15,"[10,20)",0.0,EVERY PLANT IN THE GRASS IS SET FORMALLY GROWS PERFECTLY AND MAY BE REALIZED COMPLETELY,"Every plant in the grass is set formally, grows perfectly, and may be realized completely."
perturbed,substitution-high,1,1188-133604-0002,0.2,0.2666666666666666,0.0666666666666666,45,"[40,inf)",0.044444444444444446,BY BEING STUDIOUS OF COLOR THEY ARE STUDIOUS OF DIVISION AND WHILE THE CHIAROSCURIST DEVOTES HIMSELF TO THE REPRESENTATION OF DEGREES OF FORCE IN ONE THING UNSEPARATED LIGHT THE COLORISTS HAVE FOR THEIR FUNCTION THE ATTAINMENT OF BEAUTY BY ARRANGEMENT OF THE DIVISIONS OF LIGHT,"By being studious of color they are studious of division, and while the curious purist devotes himself to the representation of degrees of force in one thing, unseparated light, the colorists have for their function the attainment of beauty by arrangement of the divisions of light."
perturbed,dropout-high,2,1188-133604-0003,0.03125,0.09375,0.0625,32,"[20,40)",0.0,MY FIRST AND PRINCIPAL REASON WAS THAT THEY ENFORCED BEYOND ALL RESISTANCE ON ANY STUDENT WHO MIGHT ATTEMPT TO COPY THEM THIS METHOD OF LAYING PORTIONS OF DISTINCT HUE SIDE BY SIDE,"My first and principal reason was that they enforced beyond all resistance. On any student who might attempt to copy them, this method of laying portions of distinct hue side by side."
perturbed,substitution-high,2,1188-133604-0004,0.0625,0.125,0.0625,32,"[20,40)",0.0,SOME OF THE TOUCHES INDEED WHEN THE TINT HAS BEEN MIXED WITH MUCH WATER HAVE BEEN LAID IN LITTLE DROPS OR PONDS SO THAT THE PIGMENT MIGHT CRYSTALLIZE HARD AT THE EDGE,"Some of the touches, indeed, when the tint has been mixed with much water, have been laid in little drops or ponds, so that the pigment might crystallize hard at the edge."
perturbed,substitution-high,2,1188-133604-0018,0.0,0.0606060606060606,0.0606060606060606,33,"[20,40)",0.0,IN ALL EARLY GOTHIC ART INDEED YOU WILL FIND FAILURE OF THIS KIND ESPECIALLY DISTORTION AND RIGIDITY WHICH ARE IN MANY RESPECTS PAINFULLY TO BE COMPARED WITH THE SPLENDID REPOSE OF CLASSIC ART,"In all early Gothic art, indeed, you will find failure of this kind, especially distortion and rigidity, which are in many respects painfully to be compared with the splendid repose of classic art."
perturbed,dropout-high,2,1089-134691-0021,0.2058823529411764,0.2647058823529412,0.058823529411764774,34,"[20,40)",0.08823529411764706,THEIR DIVING STONE POISED ON ITS RUDE SUPPORTS AND ROCKING UNDER THEIR PLUNGES AND THE ROUGH HEWN STONES OF THE SLOPING BREAKWATER OVER WHICH THEY SCRAMBLED IN THEIR HORSEPLAY GLEAMED WITH COLD WET LUSTRE,"Their diving stone, poised on its rude supports and rocking under their plunges, and the rough-hewn stones of the sloping breakwater over which they scrambled in their horse-play, gleamed with cold, wet luster."
perturbed,dropout-high,1,1089-134691-0001,0.1176470588235294,0.1764705882352941,0.058823529411764705,17,"[10,20)",0.0,FOR A FULL HOUR HE HAD PACED UP AND DOWN WAITING BUT HE COULD WAIT NO LONGER,"For a full hour he had paced up and down waiting, but he could wait no longer."
perturbed,dropout-high,3,1089-134691-0001,0.0,0.0588235294117647,0.0588235294117647,17,"[10,20)",0.0,FOR A FULL HOUR HE HAD PACED UP AND DOWN WAITING BUT HE COULD WAIT NO LONGER,"For a full hour he had paced up and down waiting, but he could wait no longer."
perturbed,substitution-high,3,1089-134691-0001,0.0,0.0588235294117647,0.0588235294117647,17,"[10,20)",0.0,FOR A FULL HOUR HE HAD PACED UP AND DOWN WAITING BUT HE COULD WAIT NO LONGER,"For a full hour he had paced up and down waiting, but he could wait no longer."
perturbed,dropout-high,1,1089-134686-0021,0.4117647058823529,0.4705882352941176,0.05882352941176466,17,"[10,20)",0.058823529411764705,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,"If a layman in giving baptism poor the water before saying the words is the child baptized,"
perturbed,substitution-high,2,1089-134691-0002,0.0285714285714285,0.0857142857142857,0.057142857142857204,35,"[20,40)",0.0,HE SET OFF ABRUPTLY FOR THE BULL WALKING RAPIDLY LEST HIS FATHER'S SHRILL WHISTLE MIGHT CALL HIM BACK AND IN A FEW MOMENTS HE HAD ROUNDED THE CURVE AT THE POLICE BARRACK AND WAS SAFE,"He set off abruptly for the bull, walking rapidly lest his father's shrill whistle might call him back, and in a few moments he had rounded the curve at the police barrack and was safe."
perturbed,dropout-high,2,1089-134686-0002,0.0555555555555555,0.1111111111111111,0.05555555555555561,18,"[10,20)",0.0,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS,After early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels.
perturbed,dropout-high,1,1089-134686-0002,0.2777777777777778,0.3333333333333333,0.055555555555555525,18,"[10,20)",0.0,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS,After early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels.
perturbed,substitution-high,2,1089-134686-0025,0.0,0.0555555555555555,0.0555555555555555,18,"[10,20)",0.0,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,A gentle kick from the tall boy in the bench behind urged Stephen to ask a difficult question.
perturbed,substitution-high,3,1089-134686-0025,0.0,0.0555555555555555,0.0555555555555555,18,"[10,20)",0.0,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,A gentle kick from the tall boy in the bench behind urged Stephen to ask a difficult question.
perturbed,dropout-high,3,1089-134686-0025,0.0,0.0555555555555555,0.0555555555555555,18,"[10,20)",0.0,A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION,A gentle kick from the tall boy in the bench behind urged Stephen to ask a difficult question.
perturbed,substitution-high,1,1089-134686-0028,0.1111111111111111,0.1666666666666666,0.0555555555555555,18,"[10,20)",0.1111111111111111,THE RETREAT WILL BEGIN ON WEDNESDAY AFTERNOON IN HONOUR OF SAINT FRANCIS XAVIER WHOSE FEAST DAY IS SATURDAY,The retreat will begin on Wednesday afternoon in honor of St. Francis Xavier whose feast day is Saturday.
perturbed,substitution-high,2,1089-134686-0023,0.0,0.0555555555555555,0.0555555555555555,36,"[20,40)",0.0,WHY WAS THE SACRAMENT OF THE EUCHARIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE,"Why was the sacrament of the Eucharist instituted under the two species of bread and wine if Jesus Christ be present, body and blood, soul and divinity in the bread alone and in the wine alone?"
perturbed,dropout-high,2,1188-133604-0021,0.1111111111111111,0.1666666666666666,0.0555555555555555,36,"[20,40)",0.027777777777777776,IT WILL BE WHOLLY IMPOSSIBLE FOR YOU TO RETAIN THE TRANQUILLITY OF TEMPER AND FELICITY OF FAITH NECESSARY FOR NOBLE PURIST PAINTING UNLESS YOU ARE ACTIVELY ENGAGED IN PROMOTING THE FELICITY AND PEACE OF PRACTICAL LIFE,It will be wholly impossible for you to retain the tranquility of temper and felicity of faith necessary for noble purist painting unless you are actively engaged in promoting the felicity and peace of practical life.
perturbed,substitution-high,3,1188-133604-0012,0.1052631578947368,0.1578947368421052,0.052631578947368404,38,"[20,40)",0.02631578947368421,IT MAY BE THAT A GREAT COLORIST WILL USE HIS UTMOST FORCE OF COLOR AS A SINGER HIS FULL POWER OF VOICE BUT LOUD OR LOW THE VIRTUE IS IN BOTH CASES ALWAYS IN REFINEMENT NEVER IN LOUDNESS,"It may be that a great colorless will use his utmost force of color as a singer his full power of voice. But loud or low, the virtue is in both cases always in refinement, never in loudness."
perturbed,substitution-high,3,1089-134691-0006,0.0,0.0526315789473684,0.0526315789473684,19,"[10,20)",0.0,THE PRIDE OF THAT DIM IMAGE BROUGHT BACK TO HIS MIND THE DIGNITY OF THE OFFICE HE HAD REFUSED,The pride of that dim image brought back to his mind the dignity of the office he had refused.
perturbed,dropout-high,2,1089-134691-0006,0.0,0.0526315789473684,0.0526315789473684,19,"[10,20)",0.0,THE PRIDE OF THAT DIM IMAGE BROUGHT BACK TO HIS MIND THE DIGNITY OF THE OFFICE HE HAD REFUSED,The pride of that dim image brought back to his mind the dignity of the office he had refused.
perturbed,substitution-high,2,1188-133604-0008,0.1206896551724138,0.1724137931034483,0.05172413793103449,58,"[40,inf)",0.017241379310344827,FOR BELIEVE ME THE FINAL PHILOSOPHY OF ART CAN ONLY RATIFY THEIR OPINION THAT THE BEAUTY OF A COCK ROBIN IS TO BE RED AND OF A GRASS PLOT TO BE GREEN AND THE BEST SKILL OF ART IS IN INSTANTLY SEIZING ON THE MANIFOLD DELICIOUSNESS OF LIGHT WHICH YOU CAN ONLY SEIZE BY PRECISION OF INSTANTANEOUS TOUCH,"For, believe me, the final philosophy of art can only ratify their opinion that the beauty of a cock robin is to be red, and of a grass-plot to be green, and the best skill of art is an instantly seizing on the manifold deliciousness of light, which you can only seize by precision of instantaneous touch."
perturbed,dropout-high,2,1089-134686-0011,0.1025641025641025,0.1538461538461538,0.051282051282051294,39,"[20,40)",0.02564102564102564,ON SATURDAY MORNINGS WHEN THE SODALITY MET IN THE CHAPEL TO RECITE THE LITTLE OFFICE HIS PLACE WAS A CUSHIONED KNEELING DESK AT THE RIGHT OF THE ALTAR FROM WHICH HE LED HIS WING OF BOYS THROUGH THE RESPONSES,"On Saturday mornings, when the sollity met in the chapel to recite the little office, his place was a cushioned kneeling desk at the right of the altar from which he led his wing of boys through the responses."
perturbed,substitution-high,1,1089-134686-0019,0.0769230769230769,0.1282051282051282,0.051282051282051294,39,"[20,40)",0.02564102564102564,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,"The sentence of St. James, which says that he who offends against one commandment becomes guilty of all, had seemed to him first a swollen phrase, until he had begun to grope in the darkness of his own state."
perturbed,substitution-high,1,1089-134686-0018,0.048780487804878,0.0975609756097561,0.0487804878048781,41,"[40,inf)",0.0,IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,"It was strange, too, that he found an arid pleasure in following up to the end the rigid lines of the doctrines of the church and penetrating into obscure silences only to hear and feel the more deeply his own condemnation."
perturbed,dropout-high,3,1089-134686-0018,0.0,0.048780487804878,0.048780487804878,41,"[40,inf)",0.0,IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,"It was strange, too, that he found an arid pleasure in following up to the end the rigid lines of the doctrines of the church and penetrating into obscure silences only to hear and feel the more deeply his own condemnation."
perturbed,substitution-high,2,1089-134686-0018,0.0,0.048780487804878,0.048780487804878,41,"[40,inf)",0.0,IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION,"It was strange, too, that he found an arid pleasure in following up to the end the rigid lines of the doctrines of the church and penetrating into obscure silences only to hear and feel the more deeply his own condemnation."
perturbed,substitution-high,2,1089-134691-0012,0.0,0.0454545454545454,0.0454545454545454,44,"[40,inf)",0.0,IT WAS IDLE FOR HIM TO MOVE HIMSELF TO BE GENEROUS TOWARDS THEM TO TELL HIMSELF THAT IF HE EVER CAME TO THEIR GATES STRIPPED OF HIS PRIDE BEATEN AND IN BEGGAR'S WEEDS THAT THEY WOULD BE GENEROUS TOWARDS HIM LOVING HIM AS THEMSELVES,"It was idle for him to move himself to be generous towards them, to tell himself that, if he ever came to their gates, stripped of his pride, beaten and in beggar's weeds, that they would be generous towards him, loving him as themselves."
perturbed,substitution-high,2,1089-134691-0025,0.0909090909090909,0.1363636363636363,0.0454545454545454,22,"[20,40)",0.09090909090909091,A MOMENT BEFORE THE GHOST OF THE ANCIENT KINGDOM OF THE DANES HAD LOOKED FORTH THROUGH THE VESTURE OF THE HAZEWRAPPED CITY,A moment before the ghost of the ancient kingdom of the Danes had looked forth through the vesture of the haze-wrapped city.
